Start Date,End Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Tag
03/13/1993 0:00:00,,Distribution of strikes of the government with international GAStech,,"ABILA, Kronos - president Araullo today announced the company/signature in an agreement between his government and the GAStech Tethys-based international for the development of the gas fields of the curve of Tiskele.  GAStech, under direction of the visionary Jr of Sten Sanjorge, was granted the rights exclusive to perforate inside the governmental fields after being suitable the request of the government who 50% or more of the manual labor are citizen of Kronosian.  President Araullo hailed the distribution of the signal like ""the principle of a new one was for our great country, of an era of the opportunity and the fortune for all.""  Our sources in the Department of the Interior say us that the tax of 50% tax in the new exploration of the oil and the gas could render superior to $1 billion in fiscal income per year.  This will allow that the government makes investments without precedents in the infrastructure, the medical care, and the education.",,The Guide,,,
01/20/2014 0:00:00,,VOICES - a blog about what is important to the people,,"1025 - The building is being searched for signs of trouble by the fire department.  There has been no confirmation of a bomb threat, but I haven't seen a bomb squad appear. 20 Jan 2014",,Homeland Illumination,,,
01/16/2000 0:00:00,,KRONOS GDP ON THE RISE,,"ABILA, Kronos - The real gross domestic product - the output of goods and services produced by labor and property located in Kronos - increased at an annual rate of 5.4% in the fourth quarter of 1999, according to the advance estimate released by the Bureau of Economics. Most of this growth can be contributed to the relationship between the Government of Kronos and GAStech International.",,Who What News,,,
07/07/1996 0:00:00,,GASTECH SHIFTS FOCUS TO KRONOS,,"CENTRUM, Tethys - GAStech International has shifted its focus from Tethys to the small Mediterranean island of Kronos and the vast gas deposits beneath the ground.

Recent charges of groundwater contamination against GAStech International and tightening environmental regulations lead by the Tethan Interior Minister, Ivar Blanes, certainly play into the shifting focus.",,The World,,,
12/12/1992 0:00:00,,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,,"ABILA, Kronos - The Government of Kronos is currently planning some of the world's most generous tax breaks for gas investments.

As high-income countries from Europe and the United States race to take advantage of existing and potential gas deposits, Kronos is planning to provide incentives such as reducing corporate and individual tax, preferential tariffs, and derogations from regulations as well as cheap, but eager work force.",,Who What News,,,
10/12/1995 0:00:00,,Large opening the new offices GAStech,,"ABILA, Kronos - international president Sten Sanjorge Jr. one of GAStech kept today the large opening ceramics for the new hoofdkwartier gAStech-Kronos construction.  The gleaming steel and glass bldg. supply wide office space for regional managers, geologists, engineers, and support staff, and the conference facilities of the sport overview.  The minister Sarto, who attended the celebration, said, this beautiful facility a monument to Sanjorge obligation to Kronos is and by the citizens as a sign of a future thriving for all must be seen.",,The Truth,,,
06/20/2010 0:00:00,,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,,"ABILA, Kronos - Protesters aligned with the Protectors of Kronos (POK) activist group surrounded government buildings chanting and carry images of their so-called martyrs. Kronos government security forces in concert with Abila police suppressed the protest with an impressive show of force.

Dressed in black the authorities donning helmets and gasmasks and brandishing riot shields, fired tear gas canisters as the protesters refused to disperse after several warnings. The group gathered proved reluctant to disperse even after the tear gas and the authorities pressed into the group protecting themselves with their shields and freely swinging their batons.",,The Abila Post,,,
02/19/2009 0:00:00,,GASTECH HEADQUARTERS BLOCKED BY POK,,"ABILA, Kronos - A POK rally designed to bring attention to claims of environmental damage have done more damage to their image. The rally outside of GAStech International's headquarters resulted in multiple arrests for trespassing.  Ten of the protestors chained themselves to the doors of the building in an attempt to prevent GAStech employees from going to work.",,News Online Today,,,
10/02/2000 0:00:00,,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,,"ABILA, Kronos - The people of Kronos have overwhelmingly elected new President Dorel Kapelou II. Former President Luis Araullo conceded defeat yesterday when early returns came in strong for Kapelou II. Today marks a new dawn for the people of Kronos and a bright path forward for the country.

The results for the 1 October election are as follows: Dorel Kapelou II elected with 62% of the vote and Luis Araullo receiving just 36% of the vote. A resounding victory for the new elected President and a clear mandate for Kapelou's vision for the country.",,The Abila Post,,,
02/18/1994 0:00:00,,"THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65",,"CENTER, Tethys - after four years of health that diminishes that they follow an attack of the important heart, Sten Sanjorge, early Mr. tomorrow died of Friday.

Sanjorge, Mr., 65, of the center, Tethys were president Emeritus of international of GAStech that founded to the company on 1961. In addition to his paper in international GAStech he was the president of the board of directors of the compartment of the center and the member of the board of the hospital of the children of the center of administrators.",,The General Post,,,
12/12/1992 0:00:00,,THE GOVERNMENT KRONOS IS THE DISCONTINUANCES OF THE TAX OF PLAN FOREIGN ENCOURAGE INVESTMENT,,"ABILA, Kronos - the government of Kronos plants at present most grootmoedigste the tax discontinuances of some world for gasinvesteringen. This will help to lead to cheap energy which can the developing country give a competitive advantage and a leg in the duw of the government up to modernize.

Since the countries with a high income of Europe and the United States run to benefit from existing and potential gasstortingen, is Kronos of plan incentives supply such as reducing collective and individual tax, preferential tariffs, and deviations of regulations as well as cheap, but enthusiastic number of workers.",,The Tulip,,,
04/11/2007 0:00:00,,ACCIDENT OF TRAFFIC CLOSE TO ELODIS,,"ABILA, Kronos - a search for government concluded an accident from traffic implying an international vehicle of GAStech and the vehicle of a family of Elodis having for result the deaths of the four members of family was the result of the error of driver on behalf of the driver of Elodisian.

The spokesman Rufus Drymiau of government said that research found the accident fatal was started when the driver of Elodis crossed more in the similar traffic. Three passengers - Valeria Edris, Celia Edris, and Marcellus Edris - died in the scene.",,Athena Speaks,,,
12/16/2013 0:00:00,,The police force of the attack POK in Abila,,"ABILA, Kronos - the spokesman Adrien Carmen of the police force informed today the media that the members of POK a police force patrol asked in Abila vanochtend attacked.  The criminals POK crawled omhoog on two patrol civil servants who sat in their vehicle and people ambushed, bashing the windows of their car and dragging them from the vehicle in the street.  The civil servants were beaten, then associations and left in the tree-tame of their vehicle.  The criminals will then work the car with nevel-geschilderde emblems violate POK.

Attacking a police force civil servant and destroying government possession is serious crime, Carmen said.  I want it public insure that these people to justice will shortly be caught and will be brought.",,The Truth,,,
